user_id,song_id,timestamp
20,44,2023-09-06 00:07:57
95,13,2023-01-04 15:48:50
44,40,2023-09-16 22:21:34
15,22,2023-06-22 13:03:37
96,21,2023-07-17 17:51:32
44,9,2023-10-15 16:10:02
11,8,2023-08-02 03:28:53
29,2,2023-07-28 19:13:58
52,19,2023-04-23 18:56:02
29,28,2023-08-11 04:19:04
34,38,2023-12-11 15:51:22
11,39,2023-11-30 13:13:11
70,50,2023-10-15 10:28:10
86,29,2023-04-19 04:09:29
83,48,2023-09-30 12:19:46
73,40,2023-10-29 20:22:49
28,22,2023-12-07 02:02:30
71,13,2023-09-07 14:50:16
71,12,2023-12-25 15:06:41
3,21,2023-03-17 19:32:41
87,40,2023-06-13 20:23:44
12,6,2023-01-10 21:27:42
40,41,2023-11-30 14:00:50
98,10,2023-04-30 20:08:53
39,8,2023-05-13 16:08:11
39,29,2023-07-16 05:28:08
1,3,2023-09-08 20:20:32
25,7,2023-03-31 17:09:16
44,47,2023-09-10 12:39:20
44,20,2023-08-03 22:16:32
66,14,2023-09-24 14:40:32
86,33,2023-05-12 21:07:22
56,38,2023-10-20 17:39:54
68,6,2023-08-16 19:28:00
36,44,2023-08-16 05:49:49
97,43,2023-06-26 09:57:54
70,12,2023-06-28 08:36:43
82,39,2023-06-05 12:33:55
8,11,2023-05-31 08:28:47
87,10,2023-05-20 05:44:43
32,22,2023-10-31 05:46:10
34,13,2023-09-13 06:01:21
6,25,2023-06-23 06:52:51
48,33,2023-04-01 14:51:47
23,48,2023-08-12 16:00:47
15,41,2023-07-27 03:26:35
54,33,2023-01-15 21:53:08
1,4,2023-06-09 08:44:14
70,38,2023-07-19 13:06:38
79,37,2023-05-02 00:31:15
19,20,2023-12-05 05:23:53
83,5,2023-02-10 20:58:33
81,20,2023-04-01 09:27:37
25,42,2023-03-25 09:33:27
40,10,2023-06-03 13:16:21
45,22,2023-12-28 14:52:02
16,33,2023-08-09 11:22:57
87,23,2023-08-06 21:16:03
29,21,2023-10-26 13:15:24
87,15,2023-08-01 15:35:50
34,50,2023-07-20 05:09:57
4,13,2023-07-25 10:10:01
76,50,2023-09-29 20:03:17
20,6,2023-10-16 01:32:45
4,25,2023-01-27 21:36:32
8,18,2023-01-25 02:02:14
62,11,2023-11-19 14:00:17
59,11,2023-01-25 09:07:20
36,7,2023-10-30 15:23:12
93,32,2023-11-18 06:41:12
14,49,2023-07-09 16:04:29
92,27,2023-07-31 11:02:02
58,47,2023-07-27 12:28:12
65,14,2023-10-28 22:45:58
55,44,2023-11-18 06:09:45
23,10,2023-12-03 04:48:49
77,49,2023-03-07 21:27:31
49,13,2023-04-04 13:12:25
22,39,2023-03-30 09:04:05
65,43,2023-12-01 17:13:23
7,3,2023-01-21 09:53:04
86,44,2023-04-12 08:19:33
97,23,2023-06-07 20:05:18
57,49,2023-05-10 01:56:27
91,12,2023-10-26 14:14:22
91,45,2023-02-07 04:07:35
35,32,2023-02-09 12:57:05
63,17,2023-04-01 12:29:47
94,38,2023-06-14 10:29:26
67,43,2023-05-01 23:10:48
6,14,2023-10-24 09:16:17
53,28,2023-04-06 03:41:38
87,23,2023-03-16 01:35:46
75,50,2023-06-30 14:23:58
22,42,2023-11-22 05:29:07
18,15,2023-04-20 15:27:08
55,27,2023-07-09 13:44:27
68,27,2023-08-02 21:36:07
87,29,2023-09-15 21:20:52
43,8,2023-12-03 02:50:30
15,45,2023-10-05 06:29:58
36,24,2023-04-18 19:09:09
80,10,2023-05-23 12:19:42
87,42,2023-11-07 22:33:54
91,36,2023-09-27 00:47:50
37,4,2023-02-16 20:57:06
60,14,2023-12-23 03:30:14
22,6,2023-09-01 00:19:47
57,37,2023-08-11 12:31:40
47,23,2023-04-02 10:25:41
65,33,2023-03-18 20:03:42
85,13,2023-10-25 16:47:10
30,14,2023-12-15 05:35:26
42,20,2023-03-24 00:36:20
82,16,2023-02-25 06:22:01
63,22,2023-12-07 10:21:40
12,37,2023-06-20 04:27:12
8,50,2023-10-30 16:22:22
64,21,2023-01-02 15:57:59
1,28,2023-12-30 08:47:16
65,38,2023-11-16 12:52:26
14,41,2023-12-19 04:01:50
86,5,2023-03-03 00:05:17
61,10,2023-11-24 01:35:42
16,47,2023-04-25 17:50:35
24,10,2023-06-27 01:02:56
52,45,2023-12-03 20:54:49
73,30,2023-05-13 08:53:49
100,36,2023-08-26 03:38:24
10,47,2023-07-10 08:28:54
100,21,2023-11-16 04:17:22
29,6,2023-09-04 20:49:33
52,17,2023-12-16 02:57:31
16,5,2023-11-06 00:02:16
78,5,2023-01-23 14:19:46
7,48,2023-08-28 03:34:33
52,25,2023-04-05 03:07:01
11,46,2023-04-29 21:03:40
39,36,2023-12-13 10:20:51
13,25,2023-06-08 16:25:23
35,38,2023-07-02 04:12:26
85,30,2023-10-20 23:31:17
7,38,2023-10-23 17:44:08
20,42,2023-04-05 01:24:02
37,50,2023-05-05 21:01:18
5,36,2023-08-25 17:41:55
65,9,2023-08-26 03:31:48
28,28,2023-03-02 14:44:07
11,32,2023-06-06 18:26:09
37,30,2023-04-24 12:10:55
93,19,2023-04-23 00:30:42
24,21,2023-07-28 15:19:33
97,12,2023-06-30 01:51:03
79,42,2023-05-25 14:44:17
10,18,2023-05-16 17:41:12
68,38,2023-09-01 14:16:07
55,21,2023-07-12 14:07:51
51,6,2023-10-05 05:41:07
78,44,2023-10-30 01:21:24
1,20,2023-07-17 10:05:18
34,14,2023-12-08 19:51:39
20,19,2023-05-17 04:43:55
65,12,2023-02-26 06:49:03
84,43,2023-08-01 08:04:22
5,3,2023-08-06 05:14:21
72,37,2023-02-11 15:38:33
22,41,2023-12-02 12:33:08
61,20,2023-02-26 22:32:37
22,39,2023-02-23 20:34:51
99,21,2023-03-20 04:38:41
25,37,2023-08-23 11:23:35
6,50,2023-01-16 06:33:53
83,46,2023-06-05 14:19:41
26,27,2023-09-14 13:56:59
88,15,2023-12-07 05:41:16
81,32,2023-04-16 21:15:01
40,20,2023-04-18 21:21:06
52,40,2023-10-19 18:50:19
3,49,2023-06-17 03:06:59
80,16,2023-05-04 17:17:15
8,46,2023-10-19 13:38:10
59,7,2023-02-08 23:01:10
94,19,2023-10-08 05:51:17
49,41,2023-08-19 21:42:20
65,11,2023-11-07 13:53:56
13,23,2023-12-04 19:37:51
97,29,2023-02-23 05:01:43
23,7,2023-07-17 15:35:28
35,46,2023-05-06 13:03:52
79,41,2023-04-29 18:58:21
94,9,2023-05-17 02:23:40
81,2,2023-11-29 17:46:28
58,44,2023-03-06 13:56:58
18,18,2023-01-02 04:29:40
96,29,2023-06-13 20:20:30
65,37,2023-12-12 07:19:45
42,23,2023-04-26 04:16:30
97,15,2023-01-29 15:48:46
99,47,2023-03-05 02:54:15
56,2,2023-01-23 15:13:17
26,49,2023-05-11 17:35:06
26,41,2023-07-18 05:18:43
94,9,2023-03-10 13:43:47
89,35,2023-05-02 23:03:03
57,26,2023-04-13 11:40:42
30,46,2023-01-07 00:11:59
32,14,2023-10-21 20:17:43
91,13,2023-03-23 14:37:13
1,25,2023-09-20 04:29:09
100,2,2023-03-16 20:40:55
50,25,2023-02-20 10:29:04
25,22,2023-10-08 15:41:42
54,12,2023-10-07 14:33:28
25,7,2023-10-25 19:06:50
89,32,2023-12-07 01:00:15
77,9,2023-12-10 02:51:10
68,41,2023-12-29 05:17:10
79,22,2023-04-25 11:46:02
74,24,2023-07-31 23:18:02
91,40,2023-01-19 08:14:57
2,40,2023-12-02 10:08:14
6,37,2023-09-29 21:19:32
96,43,2023-07-27 07:24:08
51,12,2023-12-29 07:23:20
25,11,2023-01-05 23:41:46
94,15,2023-07-03 00:08:10
100,10,2023-04-20 10:29:37
87,20,2023-12-07 18:00:23
69,46,2023-05-17 05:23:43
51,6,2023-10-15 10:58:25
5,24,2023-01-18 23:23:48
59,3,2023-10-02 22:27:27
97,47,2023-11-10 01:33:34
33,4,2023-09-14 10:21:50
15,45,2023-06-11 14:39:32
54,27,2023-11-28 05:45:17
7,38,2023-02-22 11:09:05
32,35,2023-05-07 21:05:06
53,40,2023-07-07 20:23:01
67,9,2023-02-28 02:25:36
90,9,2023-11-28 16:34:24
25,48,2023-01-21 08:15:03
29,13,2023-08-25 13:50:27
89,30,2023-08-17 07:19:08
9,12,2023-02-13 07:31:00
24,22,2023-10-24 07:23:25
25,1,2023-12-06 12:28:42
8,44,2023-07-14 19:31:23
37,30,2023-10-12 04:59:48
67,32,2023-07-17 16:39:23
26,26,2023-06-22 14:02:15
95,50,2023-09-21 23:09:30
17,15,2023-07-28 02:04:04
63,47,2023-11-20 04:50:00
52,20,2023-10-22 01:19:21
30,48,2023-04-28 01:38:33
59,48,2023-02-24 16:08:06
41,45,2023-11-04 07:36:55
62,47,2023-09-18 15:50:36
50,14,2023-05-01 07:53:34
31,19,2023-08-12 01:42:29
83,50,2023-02-27 06:07:31
29,4,2023-01-05 22:54:51
6,32,2023-01-09 16:57:11
10,45,2023-06-18 09:50:50
56,7,2023-04-12 20:06:11
3,3,2023-01-29 06:40:25
67,50,2023-02-11 20:53:08
15,19,2023-12-26 14:25:38
23,35,2023-10-04 23:01:19
39,14,2023-03-06 20:55:19
77,49,2023-07-22 10:58:42
12,8,2023-03-22 14:19:32
6,20,2023-12-13 07:32:53
39,17,2023-02-03 06:26:54
57,30,2023-06-03 03:54:53
57,31,2023-04-01 12:39:28
55,12,2023-11-13 18:59:21
16,23,2023-10-18 07:47:59
68,15,2023-03-08 07:52:29
35,12,2023-05-08 07:02:58
32,3,2023-11-30 00:07:10
82,2,2023-10-01 10:52:38
15,36,2023-10-17 10:10:06
7,6,2023-08-18 00:34:04
84,13,2023-10-21 03:34:39
14,33,2023-07-27 18:18:19
65,4,2023-09-13 19:59:04
34,30,2023-05-15 16:23:43
37,35,2023-03-30 23:37:51
39,40,2023-07-25 17:50:59
54,49,2023-11-27 07:56:48
77,42,2023-10-30 15:13:04
66,32,2023-05-06 08:30:03
88,15,2023-11-03 18:06:25
66,25,2023-02-27 10:34:43
42,2,2023-09-09 04:00:03
97,46,2023-09-27 15:03:53
21,46,2023-01-07 21:44:06
90,49,2023-10-23 00:56:07
87,28,2023-02-06 07:35:18
7,1,2023-08-11 06:49:14
7,4,2023-07-14 04:50:31
27,29,2023-02-18 03:31:17
36,17,2023-06-06 00:26:52
94,5,2023-12-16 08:52:26
30,16,2023-07-03 03:48:33
47,44,2023-05-22 07:25:46
35,49,2023-01-24 09:35:15
33,2,2023-08-27 06:29:10
77,27,2023-12-04 21:32:33
40,28,2023-10-19 12:53:12
73,30,2023-01-22 10:29:13
81,13,2023-11-06 01:58:14
32,20,2023-01-26 18:56:55
99,43,2023-07-20 16:25:54
30,6,2023-03-27 05:50:50
73,16,2023-04-07 01:06:09
71,50,2023-01-03 07:21:35
1,30,2023-04-05 01:07:27
10,25,2023-08-01 17:27:20
2,17,2023-08-26 16:04:37
27,11,2023-04-08 11:38:31
7,12,2023-07-07 03:00:11
97,36,2023-07-19 02:42:15
11,6,2023-11-22 10:58:17
62,8,2023-12-19 22:34:46
99,1,2023-11-05 00:54:06
93,29,2023-09-24 02:44:02
13,33,2023-08-21 07:13:48
58,6,2023-10-13 07:20:00
31,1,2023-09-02 17:59:37
80,48,2023-01-21 06:23:32
36,17,2023-01-13 19:20:40
97,24,2023-07-04 08:47:26
56,9,2023-07-11 03:33:12
99,16,2023-03-25 18:53:24
95,40,2023-10-07 12:46:37
69,24,2023-07-03 06:08:24
84,34,2023-03-26 21:31:04
63,45,2023-04-24 08:08:01
49,35,2023-05-24 07:38:12
15,43,2023-04-15 00:45:33
31,34,2023-12-13 02:36:54
49,2,2023-02-12 11:45:11
3,16,2023-07-10 04:57:49
94,31,2023-03-29 21:57:32
26,20,2023-11-22 21:14:52
65,50,2023-11-24 10:25:25
27,41,2023-07-21 17:12:46
57,27,2023-04-07 11:37:17
69,32,2023-05-12 07:03:18
49,40,2023-12-14 19:12:42
83,38,2023-07-14 20:10:12
99,36,2023-04-10 00:24:35
86,41,2023-05-25 22:48:26
29,36,2023-04-15 09:00:07
26,22,2023-09-03 00:37:08
25,33,2023-08-26 02:52:03
81,6,2023-01-22 06:50:37
62,27,2023-12-09 03:23:40
41,17,2023-12-22 18:20:44
79,16,2023-11-07 19:43:23
12,24,2023-01-25 02:01:33
51,27,2023-11-08 05:32:40
26,7,2023-06-14 05:53:45
56,27,2023-01-05 01:40:00
35,14,2023-11-12 03:18:42
90,16,2023-02-01 22:15:45
71,38,2023-10-27 10:27:07
13,7,2023-10-20 05:55:00
32,44,2023-08-23 13:28:08
61,5,2023-02-22 15:11:58
88,44,2023-07-02 21:35:51
11,20,2023-09-23 03:19:30
7,9,2023-05-27 07:19:34
15,44,2023-01-27 19:59:18
57,23,2023-10-07 00:58:50
46,15,2023-03-17 10:31:41
85,33,2023-11-12 23:22:49
31,4,2023-11-06 12:53:28
83,28,2023-12-09 12:23:54
36,42,2023-05-21 15:10:54
49,1,2023-03-16 17:44:51
91,25,2023-06-14 19:47:31
52,13,2023-04-12 12:35:15
7,10,2023-07-19 23:21:23
35,20,2023-12-25 23:18:48
99,1,2023-01-27 14:00:24
65,9,2023-01-28 20:09:10
24,35,2023-10-05 01:24:47
95,49,2023-05-18 03:57:48
1,40,2023-11-15 02:00:44
94,15,2023-10-18 14:20:08
9,25,2023-10-22 23:58:37
57,4,2023-01-01 00:49:36
49,24,2023-01-17 22:58:12
42,21,2023-05-06 15:58:26
44,7,2023-09-08 14:37:41
46,5,2023-06-18 16:26:29
68,46,2023-07-23 06:27:53
7,46,2023-01-02 22:25:43
87,30,2023-11-24 05:45:19
92,6,2023-12-27 15:15:27
29,35,2023-12-11 18:47:56
54,39,2023-08-05 11:26:37
99,48,2023-07-22 14:43:06
6,23,2023-06-17 21:03:34
75,40,2023-09-30 06:43:40
41,15,2023-09-13 13:05:07
94,3,2023-02-18 09:57:15
77,48,2023-07-04 08:59:47
22,42,2023-08-23 10:06:23
75,28,2023-12-25 18:40:01
93,29,2023-07-08 04:00:38
81,26,2023-07-02 19:36:54
89,10,2023-08-24 04:03:34
7,42,2023-12-19 04:19:31
57,42,2023-03-18 20:16:46
18,15,2023-06-23 12:14:52
39,42,2023-06-19 03:52:31
16,9,2023-03-18 10:08:02
53,27,2023-03-27 00:56:40
24,25,2023-05-05 20:30:46
91,13,2023-06-30 15:19:45
38,43,2023-06-27 20:15:54
59,37,2023-04-12 06:52:28
22,21,2023-11-27 22:07:10
82,11,2023-05-10 03:32:43
87,30,2023-08-31 04:37:37
63,40,2023-12-07 02:02:22
63,21,2023-01-06 14:00:27
84,18,2023-03-22 17:27:08
10,24,2023-11-29 04:54:09
26,40,2023-10-23 11:53:10
14,6,2023-06-19 12:35:37
89,7,2023-01-15 00:21:24
81,14,2023-11-30 09:11:13
25,22,2023-09-12 19:49:35
41,15,2023-04-20 14:26:24
71,20,2023-07-13 13:57:19
14,36,2023-04-30 11:10:31
69,43,2023-07-30 05:11:51
45,26,2023-12-16 07:33:57
87,25,2023-03-02 09:59:09
23,32,2023-12-19 03:33:07
5,25,2023-05-20 12:22:11
26,3,2023-12-26 07:15:53
30,31,2023-10-22 06:46:36
3,41,2023-09-28 05:29:19
15,6,2023-05-14 07:19:41
94,18,2023-10-13 23:26:08
4,7,2023-01-26 12:56:02
8,9,2023-01-01 23:05:47
42,41,2023-08-21 12:44:17
60,19,2023-10-16 02:35:02
53,7,2023-02-17 07:35:34
73,6,2023-03-11 18:47:59
19,3,2023-07-15 20:45:00
100,12,2023-08-12 12:28:49
21,24,2023-10-30 07:48:35
89,22,2023-08-01 17:03:33
68,4,2023-09-17 23:38:51
72,11,2023-05-13 16:25:22
98,47,2023-06-04 11:48:12
64,17,2023-05-24 08:38:45
15,1,2023-07-26 14:28:45
8,4,2023-02-08 05:37:09
36,37,2023-01-23 11:24:16
13,34,2023-02-01 01:41:50
83,39,2023-06-04 00:44:07
87,24,2023-05-11 04:11:48
88,7,2023-09-25 22:09:10
3,13,2023-07-06 14:46:16
22,45,2023-11-25 18:00:17
91,10,2023-11-28 11:34:18
57,2,2023-03-22 17:39:14
6,43,2023-12-12 18:26:05
84,22,2023-01-12 23:32:50
86,17,2023-09-17 09:02:34
24,42,2023-03-10 23:23:07
46,45,2023-12-07 06:10:50
49,21,2023-06-19 17:12:22
66,20,2023-01-16 01:47:46
24,5,2023-06-14 23:12:36
28,49,2023-03-30 08:39:56
15,15,2023-05-24 12:54:50
8,44,2023-03-18 19:31:21
87,42,2023-07-17 17:59:28
41,28,2023-02-19 18:12:01
57,19,2023-01-29 13:51:42
3,4,2023-06-03 10:39:56
44,50,2023-05-16 02:06:12
26,13,2023-09-10 19:14:49
25,18,2023-06-03 22:25:52
92,22,2023-05-24 10:10:34
87,7,2023-01-22 22:51:09
2,31,2023-07-28 14:36:16
50,40,2023-07-30 07:32:06
11,24,2023-08-10 14:39:48
10,19,2023-12-20 09:08:42
54,35,2023-06-01 03:23:59
30,38,2023-05-21 01:36:25
97,30,2023-10-31 00:40:22
61,30,2023-06-10 23:23:05
78,10,2023-09-04 12:40:48
81,4,2023-05-20 13:43:35
3,34,2023-02-02 10:08:24
50,13,2023-05-14 11:16:05
5,34,2023-08-29 03:16:12
33,20,2023-11-22 00:05:06
49,9,2023-11-23 10:04:03
79,10,2023-03-31 15:33:13
88,5,2023-07-12 06:12:36
34,24,2023-09-26 19:49:05
26,24,2023-12-25 14:15:38
79,33,2023-11-14 23:11:29
21,49,2023-07-26 23:41:02
5,43,2023-06-05 21:11:28
80,50,2023-06-16 03:03:52
10,2,2023-01-10 00:41:20
14,32,2023-03-03 05:10:06
89,43,2023-05-07 18:36:05
43,24,2023-09-05 06:00:25
76,37,2023-07-22 00:52:18
83,13,2023-10-13 04:39:22
44,15,2023-02-01 14:42:29
30,41,2023-11-28 06:42:17
72,6,2023-01-08 16:05:59
92,17,2023-03-30 10:08:31
60,30,2023-04-02 19:17:41
95,42,2023-09-19 07:36:33
84,45,2023-05-06 05:36:09
51,8,2023-01-21 02:20:57
56,29,2023-08-10 03:09:01
55,43,2023-02-06 23:49:22
86,34,2023-04-21 12:10:37
3,11,2023-02-12 22:29:00
50,42,2023-12-24 02:54:35
28,39,2023-04-16 17:13:32
95,24,2023-05-29 23:36:09
51,18,2023-11-24 00:07:25
42,48,2023-06-16 05:48:39
80,30,2023-04-20 17:15:16
92,31,2023-04-05 20:39:06
84,30,2023-11-25 10:36:50
61,42,2023-03-31 08:35:15
24,48,2023-01-01 07:07:01
63,28,2023-12-05 03:25:28
33,40,2023-01-14 18:05:56
56,30,2023-08-04 14:08:04
8,19,2023-06-06 17:19:54
83,43,2023-03-25 00:19:10
24,16,2023-07-16 19:34:14
43,45,2023-08-23 17:49:03
98,29,2023-04-06 11:38:26
85,50,2023-06-08 15:51:02
80,47,2023-09-05 17:02:01
53,29,2023-08-31 16:00:39
23,46,2023-04-02 20:07:19
76,9,2023-06-01 20:33:36
91,45,2023-10-03 01:31:32
95,47,2023-01-10 19:13:53
17,6,2023-11-13 06:28:04
76,42,2023-07-23 13:54:18
68,20,2023-05-13 10:03:19
45,41,2023-08-01 08:28:34
86,48,2023-04-26 07:39:10
84,33,2023-10-26 03:35:46
36,35,2023-10-29 19:39:19
49,41,2023-06-09 22:55:18
93,7,2023-03-24 23:42:05
41,40,2023-05-02 14:21:36
7,12,2023-01-30 12:59:47
3,41,2023-12-05 05:26:54
74,9,2023-12-23 02:01:43
97,21,2023-10-27 14:31:23
9,36,2023-06-09 15:19:50
70,12,2023-09-14 01:42:11
58,41,2023-01-07 10:26:43
7,22,2023-04-19 03:19:32
28,13,2023-12-24 18:16:58
15,33,2023-05-19 01:50:59
94,36,2023-09-22 15:40:36
15,27,2023-06-30 00:06:07
96,23,2023-07-10 14:09:26
47,37,2023-08-22 02:49:11
64,13,2023-03-20 07:07:58
17,31,2023-02-11 22:46:56
32,19,2023-04-09 10:35:54
83,5,2023-05-28 05:59:43
13,49,2023-01-17 10:36:54
95,35,2023-08-25 23:41:32
46,1,2023-04-04 14:21:29
20,25,2023-01-01 14:56:00
67,38,2023-03-28 10:40:16
47,34,2023-09-06 15:33:47
89,38,2023-10-25 04:08:28
76,8,2023-09-17 06:59:20
85,23,2023-08-19 22:18:25
19,12,2023-02-07 16:23:50
31,26,2023-12-23 04:40:47
80,4,2023-01-05 20:43:21
53,36,2023-10-20 11:32:02
35,31,2023-09-21 00:42:55
33,40,2023-05-29 16:40:40
19,16,2023-03-26 03:02:17
13,10,2023-04-12 01:45:07
53,35,2023-09-08 00:59:38
77,12,2023-07-26 22:17:50
11,25,2023-07-07 04:57:30
35,36,2023-05-09 01:22:29
3,40,2023-12-09 03:24:07
20,50,2023-07-15 11:39:08
47,7,2023-08-14 17:39:53
60,42,2023-09-05 08:12:13
84,33,2023-01-12 05:17:33
48,9,2023-06-09 23:44:59
17,32,2023-04-25 18:55:26
49,18,2023-06-20 13:09:51
38,12,2023-07-24 10:45:39
4,5,2023-08-30 00:23:28
17,10,2023-04-29 22:49:12
92,37,2023-01-30 11:13:21
3,33,2023-09-26 02:16:24
31,8,2023-02-16 22:54:23
78,45,2023-12-10 01:48:16
22,30,2023-02-15 09:53:54
59,7,2023-06-14 09:12:23
35,35,2023-01-19 22:34:57
30,26,2023-10-18 12:09:09
82,4,2023-02-03 21:22:39
98,30,2023-08-16 03:33:30
18,11,2023-05-16 01:17:09
1,35,2023-11-24 20:31:40
63,40,2023-09-17 21:24:23
40,40,2023-06-26 15:29:33
100,50,2023-11-08 06:47:52
90,14,2023-12-14 02:27:01
43,20,2023-01-20 08:12:44
14,46,2023-09-03 02:45:41
43,22,2023-08-25 12:48:04
8,26,2023-10-26 10:20:42
59,20,2023-08-24 00:44:00
64,26,2023-12-08 19:29:33
50,22,2023-08-09 16:08:04
92,8,2023-01-12 13:56:54
45,22,2023-03-30 23:22:00
75,49,2023-12-01 06:39:57
8,44,2023-02-09 09:03:15
67,29,2023-11-04 00:04:20
2,26,2023-09-10 20:32:08
91,43,2023-07-12 11:46:02
70,20,2023-11-01 05:09:22
77,37,2023-12-22 14:29:49
6,41,2023-08-23 11:19:16
87,36,2023-02-26 14:35:47
26,25,2023-07-03 06:00:02
85,4,2023-09-03 05:26:49
97,11,2023-06-05 02:28:14
94,45,2023-01-03 00:15:03
62,29,2023-06-30 08:25:02
80,15,2023-04-09 10:31:26
14,2,2023-11-02 03:52:48
92,48,2023-02-22 02:33:32
77,45,2023-12-19 11:51:40
21,25,2023-11-12 07:33:53
8,45,2023-10-22 05:17:30
83,23,2023-01-25 01:00:12
91,46,2023-07-01 14:45:48
27,44,2023-06-22 02:08:05
3,21,2023-01-28 10:51:18
4,17,2023-01-04 14:36:00
10,33,2023-11-06 18:43:21
52,7,2023-10-25 22:59:11
86,18,2023-09-30 00:09:03
8,29,2023-11-12 19:42:53
97,50,2023-08-12 16:27:50
64,43,2023-05-31 20:54:38
86,5,2023-07-05 09:51:42
37,27,2023-10-30 15:56:27
53,49,2023-07-25 22:49:36
91,34,2023-07-22 00:56:21
2,25,2023-11-26 12:34:15
9,27,2023-03-27 18:51:31
94,27,2023-03-03 14:23:24
11,38,2023-04-30 15:14:18
61,25,2023-05-26 01:11:44
1,48,2023-10-01 18:30:30
31,16,2023-07-15 07:29:41
12,30,2023-01-06 00:31:02
10,2,2023-01-18 17:15:07
26,6,2023-05-03 18:52:47
59,38,2023-11-06 21:28:45
81,4,2023-07-26 19:32:39
18,27,2023-03-05 18:53:32
90,44,2023-08-23 19:07:51
15,39,2023-03-29 07:01:02
58,50,2023-10-11 14:45:35
64,15,2023-07-14 06:24:46
9,18,2023-03-16 16:43:41
55,16,2023-09-14 04:06:49
90,11,2023-05-11 11:09:21
8,31,2023-02-02 22:33:15
37,28,2023-05-07 00:35:24
18,18,2023-10-11 11:10:44
13,10,2023-10-18 03:09:44
7,15,2023-05-21 00:29:00
10,4,2023-11-21 18:20:56
15,6,2023-09-14 13:17:55
60,12,2023-05-22 10:36:08
94,47,2023-01-04 06:57:43
54,41,2023-07-18 14:03:59
77,43,2023-04-20 00:16:27
99,7,2023-01-09 02:30:34
48,7,2023-02-13 18:46:48
16,48,2023-09-04 00:39:21
86,50,2023-08-27 05:13:42
15,8,2023-12-03 08:14:54
47,43,2023-11-10 14:18:11
29,11,2023-08-01 16:38:36
46,47,2023-12-08 14:16:46
69,3,2023-10-10 18:39:02
6,16,2023-11-14 14:58:31
69,45,2023-02-28 02:20:13
2,3,2023-05-09 05:53:40
74,43,2023-05-01 08:40:03
96,23,2023-12-22 01:39:52
79,17,2023-11-19 18:50:20
85,34,2023-08-26 14:27:11
97,33,2023-10-04 18:03:09
27,13,2023-08-12 00:11:05
8,46,2023-05-20 13:42:43
10,15,2023-02-19 10:13:59
98,13,2023-12-27 06:21:21
48,33,2023-01-19 08:17:38
60,21,2023-12-05 05:41:37
42,5,2023-12-30 23:22:33
60,9,2023-07-07 00:02:38
31,33,2023-10-25 13:08:48
